b_no	r_no	agegroup	name	birth	seat
6447	15569	1	Kam SeolSu	1964-10-08	A09
6448	28538	1	Paeng JaHwa	1988-11-30	D08
6449	46412	2	Yu DeungMun	2018-11-26	D07
6450	2354	1	Su ByeonSeop	1980-06-13	E08
6451	931	1	Jeon UnMae	1969-06-28	E05
6452	16939	1	Ru MuEo	1966-09-04	A09
6453	22205	1	Geun TanPaeng	1984-09-11	A03
6454	22891	1	Mi GyeongJa	1982-06-15	B10
6455	37857	1	Wan JongPil	1991-11-09	C10
6456	34216	3	Chang AnDeungjeong	2021-09-17	B01
6457	9680	2	Ryeo GyeonHwan	2021-01-12	B07
6458	19597	2	Cho KiSon	2020-06-30	E09
6459	26511	1	In SuBeon	1959-11-14	D04
6460	14601	1	Gyeong KwaeTa	1972-10-16	A04
6461	19507	1	Kun JongNang	1956-06-29	E07
6462	9275	1	Kun SipGeun	1952-07-03	A09
6463	19808	1	Pyo SeomunChoe	1983-09-23	E01
6464	18490	1	Gyeong HaNamgung	1987-01-19	E05
6465	48295	1	Kwak KaeYu	2017-01-15	D05
6466	20979	1	Rim ChongKok	1981-08-12	E07
6467	38572	1	Bok JeongHyeon	2011-02-17	A01
6468	9496	1	Muk NangU	1975-05-04	B07
6469	16639	1	Ton MunBaek	1994-05-25	A10
6470	4663	1	Tokko OngHeung	1976-08-24	B08
6471	49331	1	Jeo EoRyeom	1997-03-31	E04
6472	28291	1	Eogeum HwangKok	1988-07-20	D02
6473	23485	2	Ong PanRyu	2020-09-12	A05
6474	13360	1	Myeong KaRyu	2013-10-15	C07
6475	6113	1	Hu BanEogeum	2015-05-26	A03
6476	13341	1	Yang KiTa	1982-11-03	E03
6477	29422	1	Tang MaeTon	1969-07-02	B07
6478	14321	1	In HwangboJun	1999-03-12	E01
6479	44743	1	Jegal HamMun	2014-09-12	D01
6480	5425	1	Tam MyoNan	2010-06-08	A07
6481	40990	1	Bok JeupJeong	2015-03-15	C05
6482	23705	1	Jeon InPyo	2005-03-10	C10
6483	45696	1	Hyeon HwangmokSobong	1950-02-25	D07
6484	33044	1	Geun RyukYu	2000-03-03	E08
6485	36987	1	Hyeong OnMubon	2009-09-10	B01
6486	3349	1	Eo SonBeon	2008-02-14	C06
6487	28888	1	Pyo JongChong	1985-12-18	A01
6488	43607	1	Ran NoePi	1960-09-09	A03
6489	38316	2	Nu JeMuk	2019-10-07	B10
6490	42858	1	Eum GwokDeungjeong	2013-05-15	E10
6491	44839	1	Po KaTok	1988-04-12	D01
6492	28868	1	Ryu AeKae	1955-12-18	B07
6493	28955	1	Ryeom KilKyo	1954-05-02	A08
6494	32957	1	Wang KunYo	1964-11-21	E07
6495	19877	1	Rang NaeMubon	1984-10-14	E05
6496	13385	1	Im HyeongUn	1969-09-14	E10
6497	33696	1	Bae OnSin	2004-05-09	A08
6498	20420	1	Gyeon SeonuRyang	1976-03-09	D02
6499	15702	1	Pyeon YoPung	2012-03-23	E09
6500	23163	1	Geun BinTongbang	1955-05-22	A06
6501	17171	1	Myeong YunYeop	1970-10-17	C04
6502	2107	1	To ChoJanggok	1962-03-15	E02
6503	21236	1	Yun ToHae	2002-11-22	D01
6504	40321	1	Ok HamSeo	2009-04-25	A05
6505	4493	1	Yeo MuMa	2004-09-05	B10
6506	13998	1	Hu TuKwan	2006-08-23	E07
6507	12602	1	Myeong HaeRang	1961-04-08	D05
6508	34811	1	Jeo MyeongHan	1955-06-04	A04
6509	14407	2	Gyeon SunHwangmok	2019-11-06	C01
6510	14707	1	Jwa TangTokko	1985-07-02	B07
6511	47638	1	Hak SimNan	2005-05-30	D02
6512	30477	1	Bok BeomWang	1953-04-01	A09
6513	45735	1	Pyo ToKuk	1996-03-12	B06
6514	12922	1	Hak SeonKa	2011-06-17	B07
6515	26837	1	Ryeo ChaeChae	1950-09-24	D07
6516	38557	1	Tae NaBae	1990-05-11	C09
6517	15431	1	Kye ManKae	2001-03-11	A08
6518	28597	1	Jeon MinMyo	1998-11-05	A09
6519	36221	1	Sagong MangjeolHa	1961-09-16	B06
6520	18180	1	Deung WanBo	1953-09-23	D04
6521	22113	1	Ma BeonGeum	1973-09-04	D08
6522	44416	1	Kuk GyeongRyeom	2003-12-07	E03
6523	3345	1	Kil MoGwon	1951-06-21	B09
6524	23284	1	Ya OnJo	1998-09-15	D04
6525	19663	1	Ryeom SoKwae	1999-04-23	D09
6526	2838	1	Po BoJe	1974-09-14	D06
6527	13059	1	Jwa RyeomSip	1952-12-22	B09
6528	39424	1	Mu KilTok	2012-05-02	B02
6529	23097	1	Sam GwonJeong	1962-11-05	C09
6530	36857	1	Yu KaKae	2006-09-24	B10
6531	20699	1	Choe WangYang	1962-09-03	E09
6532	33469	1	Mun NaeWan	1967-08-18	B05
6533	46702	1	Bak MinWon	2016-02-15	B01
6534	9884	1	Jin MinMubon	1997-12-03	D05
6535	1366	1	Yeop JiSobong	1960-03-19	C05
6536	6667	1	Kung KuMae	2005-07-13	E04
6537	17166	1	Deung KiGeum	2010-12-16	C01
6538	16265	1	Choe EumCha	1978-03-20	B10
6539	28239	1	Pi RoePyeon	1985-05-15	A07
6540	48813	1	Bi KilHu	1964-06-05	B02
6541	30252	1	Nu ChangRim	1977-01-02	C04
6542	43712	1	On GwonJun	1972-12-19	D05
6543	23347	1	Ra SobongWi	1995-02-12	A02
6544	36610	3	Pung KamPil	2022-07-12	A04
6545	11998	1	Cheon OSeo	2015-07-26	E06
6546	45359	1	Tok UnHan	1964-03-30	C04
6547	10243	1	Song JiWon	1962-05-02	B03
6548	38848	1	Ban NaYong	2009-03-14	C10
6549	38084	1	Pyeon SamKa	1968-09-12	B02
6550	43178	1	Ho TuTokko	1988-08-03	C06
6551	43237	3	Ryuk MubonMaeng	2021-11-23	A02
6552	49541	1	Man HaNae	1965-12-29	C05
6553	35849	1	Tak KwaeOng	2006-05-27	E10
6554	6222	3	Ryu HanRoe	2023-03-28	A08
6555	25677	2	Ryeom KongRu	2018-07-01	B01
6556	18651	1	Ma KwanKangjŏn	1951-09-08	A07
6557	43934	1	Ha TangJeong	2005-10-13	C05
6558	14866	1	Song SiNo	1972-07-08	A10
6559	24945	1	Jwa JeomBak	2004-03-22	A09
6560	24475	1	Baek MukJeung	1957-08-06	A06
6561	30148	1	Rim SagongTan	2015-07-31	E06
6562	29472	1	O KaSeon	2015-04-25	E08
6563	33785	1	Yun GeunBeom	1966-07-13	C02
6564	22101	1	Hwang MubonRyeo	2011-07-26	A03
6565	48359	1	On OngSo	1966-08-13	B02
6566	38895	1	Bu BinSip	1968-07-08	C04
6567	20631	1	Mubon EogeumRang	1976-06-07	C03
6568	34920	1	Ya KilGyeong	1987-03-27	B02
6569	33464	1	Ryeo KongJeo	2015-02-02	C03
6570	19673	1	Roe HeungTo	2004-08-07	C05
6571	13858	1	Ya ChongKok	1954-02-19	C08
6572	39363	1	Eun YunKong	1987-08-31	C07
6573	18751	1	Tongbang WanHo	1999-09-28	D03
6574	29023	1	Deungjeong RyukSeop	1967-09-16	A08
6575	33604	1	Ham BaeRan	1954-08-21	B09
6576	6518	1	Bing RuSi	2004-10-07	C04
6577	8553	1	Byeon ChangHeung	1974-05-14	A07
6578	22376	1	Byeon SeoHwang	1990-06-21	A02
6579	48420	1	Tae KangHae	1998-06-07	A10
6580	20645	1	Kwae PanSip	2009-09-01	B01
6581	37577	2	Bang TakKyo	2018-02-01	E05
6582	26678	1	Ri MyeongKung	2016-11-09	B01
6583	16675	1	Song JinKang	1997-08-16	C06
6584	4877	1	Seo NaBang	1980-02-28	A01
6585	12730	1	Jong SongWon	1971-08-17	E08
6586	6566	2	Myo OngYeong	2020-09-07	A09
6587	39331	1	Choe PaengO	2001-03-10	A01
6588	31613	1	Yeop HyeongSon	1993-11-02	A02
6589	39245	1	Tong TamPil	1992-07-09	A06
6590	31750	1	Bing KunBo	1990-01-07	E04
6591	25055	1	Je YongSeol	1989-06-23	E07
6592	16724	1	Hwang MyoIn	1995-07-22	E02
6593	15230	1	Mu NuYang	1986-12-09	D09
6594	31122	1	Bin EogeumHwan	1989-10-27	B04
6595	20091	1	Hwa GwokSa	1962-01-05	C03
6596	24982	1	Sa BongTae	1951-03-07	E05
6597	35608	1	Heung TonYeon	2008-03-27	D08
6598	2836	1	Mubon KwaeTae	1969-11-19	A05
6599	23099	1	Jeo SinU	1964-12-31	B10
6600	26340	1	Im TokJu	1973-05-11	C02
6601	7327	1	Pi PyeonA	1984-05-02	D08
6602	13333	1	Song ImBok	1967-11-23	C10
6603	2288	1	Im EomJun	1992-05-25	B06
6604	6884	1	O JeonBae	1977-01-23	E07
6605	42258	1	Tu JanggokRim	2009-06-29	B07
6606	11504	1	In SipMubon	1986-12-31	E07
6607	34329	1	Ru HwangboJanggok	1973-02-09	A02
6608	834	1	Seo RoeTae	1950-03-17	D07
6609	21378	1	Rim RoeHwan	2005-08-31	C06
6610	6993	1	Tae BaekKal	1983-08-05	C04
6611	8291	1	Pyo ChaMin	1988-02-21	E04
6612	47559	1	Yu HaeKa	1985-03-23	C01
6613	18777	1	Ye KalMa	1998-04-28	B08
6614	8518	1	Mangjeol GyeongNae	1953-11-29	A04
6615	48047	1	Su EumKun	1961-03-30	B09
6616	34817	1	Ya KwanKwan	1950-05-19	D02
6617	368	1	Bing RimJo	1971-12-09	C10
6618	34542	1	Ryu YangSang	1986-04-01	B02
6619	7794	1	Ja RoeJin	1990-08-24	B06
6620	39563	1	Seop TonSin	1979-06-28	E01
6621	38285	1	Byeon TamSeol	2013-09-02	E07
6622	5104	1	Jeom RoeKa	1993-12-12	E03
6623	1217	1	Beon SoUn	1958-08-25	D04
6624	13634	1	Man ChangHeung	2014-06-16	C03
6625	10636	1	Bang ByeonSan	1983-09-23	A03
6626	49138	1	Roe TuChae	1954-12-31	E02
6627	11957	1	Tan KyoTan	2009-10-05	C02
6628	29565	1	Seomun YunYeop	1978-07-12	B03
6629	38431	1	Sagong TangGyeong	1973-02-10	A09
6630	29505	1	Ri OkRyu	2010-01-01	C05
6631	41150	1	Ong SeongJanggok	1950-11-15	D05
6632	41273	1	Ya SaTong	1995-03-17	B08
6633	23141	1	Eo TaTang	2003-12-18	A09
6634	48584	1	Cha SanJang	2004-08-19	C08
6635	44691	1	Ban WiRang	1981-12-29	C07
6636	24484	1	An EoChun	2016-12-03	B10
6637	8837	1	Ja JeomIm	1965-11-13	E01
6638	26455	1	Ham MinA	1996-07-09	C05
6639	33510	1	Hwa GyeongCheon	1974-04-01	B04
6640	33862	1	Hwan HongMun	2004-05-14	E03
6641	9117	1	Ryeo YoEun	1953-04-10	C06
6642	42641	2	Wang JongEo	2020-02-29	C06
6643	20372	1	Yu TonTae	2005-05-01	B02
6644	22144	1	Bi KungNa	1988-06-09	C05
6645	43550	1	Seong YeGyeong	2012-01-04	B07
6646	47358	1	Tang NaBeom	1955-11-09	A08
6647	24676	1	Sobong HwanEum	1995-05-31	A05
6648	26555	3	Ki HoSan	2022-12-13	A04
6649	38949	1	Jeung SunNo	2011-01-18	E07
6650	38961	2	Ryeom KalJa	2017-04-11	A08
6651	23354	3	Sa SinJeong	2021-04-16	D06
6652	4819	1	Si MukBak	1962-12-21	C06
6653	17917	1	Tae PungHo	1962-03-06	C03
6654	29162	1	Ko EogeumTong	2000-10-26	C05
6655	33071	1	Po YeongIm	2000-03-27	D06
6656	3118	1	Byeon PaengHwangmok	1965-08-02	D08
6657	47048	1	Janggok RoeA	1966-04-03	A07
6658	28959	1	Byeon KwanRu	2002-02-06	A05
6659	26415	1	Seon KiPung	2015-09-12	D10
6660	21089	1	Cha HwangmokHak	1963-03-24	D02
6661	40638	1	Sam DeungjeongJang	1951-02-14	C06
6662	26641	2	Yo KanMi	2019-09-01	C05
6663	549	1	Ya KoMu	1979-03-22	E09
6664	27823	1	No HwaRi	2007-06-21	A05
6665	31266	1	Seok JongMaeng	2016-11-08	A07
6666	1892	1	Song YeoHyeon	1992-11-19	A01
6667	33949	1	Un MiJeung	1962-01-11	B03
6668	39183	1	Mangjeol PilWi	1977-06-26	D05
6669	27829	1	Jeom EoSeung	1956-04-13	A04
6670	23248	1	Janggok BanSobong	1956-07-01	D06
6671	20884	1	Myo HaeAn	1990-02-12	C08
6672	23580	1	Ran KwanHu	2003-09-18	B08
6673	32708	1	Tok JeomHong	1993-12-01	A06
6674	21264	1	Kwan SeokBong	1986-10-04	D03
6675	34220	1	Ko YeomGeun	1990-07-13	C03
6676	3472	1	I MyeongYun	2013-09-23	A06
6677	26463	1	Pi YeChong	1950-11-05	E01
6678	31752	1	Kam ChaMa	1972-03-14	D03
6679	8556	1	Ro PiBing	2016-01-05	D02
6680	3572	1	Jin JinHu	1992-02-03	A04
6681	19995	1	Rim NuHeo	1994-02-06	C07
6682	7385	3	Gyeong YeomPil	2021-07-17	C08
6683	32646	1	Eo TonRyu	2005-11-12	E02
6684	45215	1	Im SaJwa	1994-09-21	D08
6685	28639	1	Song TamSu	1960-08-05	D04
6686	34011	1	Ryuk GeumHwangmok	2012-12-01	B05
6687	35533	1	Kang JinByeon	1961-06-06	B02
6688	24493	1	Song EogeumSeonu	1975-03-12	C06
6689	4895	3	Sa BokSun	2021-10-16	A07
6690	40478	1	Deungjeong HongBong	1971-03-03	D01
6691	41214	1	Tongbang HyeonEum	1991-11-27	B05
6692	3442	1	Song HuDeung	1977-09-14	A07
6693	19210	1	Ryu HaMubon	1995-12-12	D09
6694	45043	1	Seol TonSo	1960-08-08	D04
6695	29353	1	Yuk JuRyang	2004-04-12	E09
6696	48875	1	Nae HanSeon	2012-07-02	B01
6697	5194	1	Seok YukHak	1999-07-30	D03
6698	45670	1	Hwang MyoChoe	1974-01-31	B02
6699	26643	1	Hu JinTo	1961-08-07	D06
6700	41341	1	Yu AeBo	2016-02-04	A02
6701	22376	1	Seo JunHwangmok	1953-08-06	E08
6702	45266	3	Tok YeChu	2022-05-09	D04
6703	18844	1	Nan SeopChang	2002-08-27	B10
6704	44759	1	Ryu KalTok	1995-08-15	B10
6705	2441	1	Tokko SeonChong	1964-05-14	D08
6706	9414	2	Mo SinMaeng	2018-11-13	A08
6707	16389	1	Po AnYeop	1984-04-29	D10
6708	31679	1	Sang KimYa	1979-01-28	B04
6709	46650	1	Gyeon HaSeung	2008-12-08	D03
6710	18819	1	Hwang ImKuk	2011-11-07	D06
6711	16829	1	Seon KilYu	1981-11-21	C06
6712	37817	1	Jeung HaA	1951-02-14	A04
6713	14430	1	Chong YeomRi	1971-02-12	B06
6714	19795	2	Jeo AHae	2020-05-06	E05
6715	45765	1	Ki KyoSobong	1964-02-24	B07
6716	42209	1	Han MinUn	2006-03-15	D07
6717	1031	1	Bin BanBaek	1998-04-13	D09
6718	25995	1	Wang SeonuNa	2002-03-07	A07
6719	44436	1	U TokO	1989-08-25	A03
6720	4191	1	Cho JanggokKo	1980-06-27	B04
6721	46889	1	Jin JoYuk	1991-09-09	A10
6722	25492	1	I USeol	1957-08-30	B05
6723	16678	1	Je HanAe	1969-06-12	B06
6724	41877	1	Seonu RoeKan	2010-05-26	D07
6725	2639	1	An HanYu	2001-09-08	B01
6726	45408	1	Ryeo TangBan	1952-04-21	E10
6727	5616	1	Mo BeonTang	1989-10-19	B01
6728	36618	1	Tang HyeongO	2015-03-23	C01
6729	8457	1	Deung RoeChong	1964-06-23	D08
6730	28881	1	Kok JwaEum	1971-03-13	C06
6731	39276	1	U KoKi	2002-03-15	B03
6732	13893	1	Yang TanBu	1968-03-09	D02
6733	27091	1	Cho MangjeolCha	1952-01-26	A01
6734	34591	1	Myo EunKye	1969-02-10	A10
6735	31231	1	Janggok YuKil	1963-09-03	B01
6736	17768	1	Po TokkoBu	1967-06-17	D03
6737	48123	1	Noe HeungI	1975-06-30	B03
6738	43713	1	Ton IKwan	1969-08-08	C07
6739	10544	1	Jun KanJeon	1985-07-12	D03
6740	27678	1	Kae JiMu	2000-04-20	E09
6741	31745	1	Rang PiJu	1996-08-20	E05
6742	32304	1	Jang JeoHyeong	1979-07-27	A05
6743	30802	2	Jeong PilKae	2018-12-16	C08
6744	5096	1	Kwan KilHan	1991-05-05	A06
6745	42253	1	Mun KyeTo	1968-05-19	E04
6746	15183	1	On JwaGeum	1969-08-20	B04
6747	11266	3	Ok YeoMun	2022-03-14	E10
6748	35135	1	Maeng BeomMin	2009-10-01	C09
6749	45253	1	Hwangbo KanSun	1988-11-13	A02
6750	6062	1	Gwok RoChu	1999-10-27	C05
6751	17996	1	Ta KyoCho	2000-10-22	D03
6752	11154	1	San TakTong	1999-02-12	B02
6753	18835	1	Paeng JinJanggok	1976-03-25	A07
6754	5856	1	Tu SoTu	1955-12-22	D04
6755	11919	1	Jong RoeHyeong	1999-09-16	E04
6756	16839	1	Sang YukKwak	1988-12-09	A07
6757	5033	1	Jeung RaKye	1969-08-20	A02
6758	43534	1	Chae ToChang	1996-01-18	B04
6759	11352	1	Pyo BoKangjŏn	2000-12-17	E09
6760	15221	1	Ya MubonHan	1978-01-15	B10
6761	40913	1	Jo KungSeol	1989-05-11	D09
6762	11455	1	Man GyeonRyeo	1995-11-22	E03
6763	28782	1	Yeon AeKae	2012-07-25	D02
6764	39285	1	Ro MaeGeum	1970-08-23	A02
6765	38013	1	Bang MaengEom	1975-06-05	A06
6766	17816	1	Ru AnJong	2008-04-15	A10
6767	16679	1	Nu HakNoe	1957-01-17	E04
6768	36179	1	Tae RaSi	1952-07-29	B04
6769	47816	1	Nang SeokTong	1963-05-30	C08
6770	38816	1	Jeung KiJe	2011-08-22	E05
6771	14957	1	Mo HeoTang	1966-02-05	D09
6772	541	1	Cheon KuGyeon	1985-01-13	D07
6773	20003	1	Deung KimJeup	2009-06-24	C03
6774	8052	1	Yeong ChoJa	2007-04-18	D04
6775	18832	1	Mu GyeongSim	2015-07-03	E01
6776	39487	1	Ta KyoMo	1960-03-15	E03
6777	12502	1	Sam TonU	1950-08-28	C09
6778	31172	1	Tan SeonuO	1970-04-09	C09
6779	42843	1	Ho WonKong	2008-09-14	B10
6780	8733	1	Seomun MoI	2007-06-08	C07
6781	43337	1	Seop YeopTa	1973-11-17	B03
6782	46544	1	Seol HwangKo	1970-03-04	B06
6783	35377	1	Tang HakEom	1994-12-29	D09
6784	48512	1	Chu RyeomBu	1953-05-14	E09
6785	16779	1	Yeong KimA	1993-04-13	C08
6786	1647	1	Ryuk BuTo	1977-04-26	D09
6787	25303	1	Sun JwaMun	1966-04-17	A04
6788	13590	1	Jo KaJeong	1978-11-09	E06
6789	5146	1	Cho HongSo	1985-08-10	B05
6790	20168	1	Gyeon EoKong	2013-10-09	B08
6791	21149	1	Deungjeong SimRi	1954-06-06	C08
6792	34256	1	Ryeom KuSip	2006-12-24	E08
6793	25306	1	Sang JangMu	1990-02-15	B08
6794	8678	1	Yeo KokHu	1996-05-18	B05
6795	34626	1	Ban TokBin	1970-06-07	B08
6796	2073	1	Ra OkSim	1954-12-04	E09
6797	18720	1	Tongbang KaAe	2001-04-17	C01
6798	38918	1	Kal SunPi	1969-12-17	B03
6799	21076	3	Sang HwaKi	2021-05-04	B08
6800	46033	1	Ryeom MuRyu	2007-06-06	A07
6801	27903	1	Tan YeonBang	1980-04-20	E03
6802	14015	1	Ta JaIn	1980-09-20	D05
6803	10287	1	Yeo BongJang	1999-04-03	E02
6804	8386	1	Sagong EumAn	2001-04-13	D03
6805	1505	1	Jeom KaBin	2013-01-14	E08
6806	29081	2	Hwangmok KungSa	2017-11-29	C03
6807	1088	1	Mi RoeYeom	1985-05-26	E09
6808	34143	1	Kong NaeKok	1996-09-26	C07
6809	10451	1	Son YeSeong	1954-04-28	D03
6810	8470	1	In PyeongSeung	1970-11-14	C01
6811	14378	1	Bu SeonKun	1992-07-21	B08
6812	33310	1	An TanSobong	1987-07-07	C07
6813	37036	1	I KyeMae	1961-03-23	E07
6814	49164	1	No BuMin	1965-11-28	B05
6815	1495	1	Ji BuSeo	1962-09-20	C07
6816	203	1	Wang EogeumMaeng	1975-11-22	A01
6817	34319	1	Son TongbangEo	2004-10-02	A08
6818	24452	1	Choe JeonChae	1961-10-19	E06
6819	28444	1	O PyoSeomun	2003-01-23	E05
6820	31824	1	Pyo NanYeo	1988-01-05	B08
6821	36951	1	Hwangmok YeonNang	1957-07-06	D05
6822	19761	1	Deungjeong EumMae	1971-06-12	E06
6823	1700	1	Cha SeopOk	1986-07-26	D05
6824	22067	1	Seop TokkoMangjeol	2008-07-23	B08
6825	20629	2	Ran RyukWi	2019-02-08	C01
6826	8697	1	Chun SobongRang	1978-06-07	D04
6827	34362	1	Hwangmok JuHak	1975-10-30	A05
6828	27031	1	San HyeongHong	1966-09-26	E08
6829	16724	1	Hae KokKok	1953-09-25	C06
6830	12245	1	Po NoeMubon	2011-06-27	E06
6831	49757	1	Eom KuJanggok	2003-05-05	D06
6832	35317	1	Nam WanTang	1983-06-04	E08
6833	19979	2	Gwon InIn	2018-08-31	E08
6834	3889	1	Ryeo HyeongKa	2002-08-29	B07
6835	27019	3	Jun BingMuk	2021-12-08	A07
6836	49077	1	Pyo JwaSeomun	1956-11-26	C09
6837	10481	1	Bin HuTok	2003-01-25	B07
6838	21223	1	Ae ChoCheon	1965-03-05	E08
6839	12658	1	Nan YangYeom	1955-09-21	D03
6840	37895	1	Kong SuBok	1962-08-07	C09
6841	22769	1	Kuk KwanHae	1983-11-02	E02
6842	47165	1	Ha HwangBeon	1958-10-26	A03
6843	31438	1	Ka WangRa	1951-12-21	E05
6844	18928	1	To BaekKam	1973-12-22	C07
6845	36393	1	Kong KukMi	2006-11-02	D03
6846	48117	1	Bang DeungNoe	1968-12-07	D06
6847	49692	1	Cha BuYa	1977-11-15	E09
6848	43313	1	On MunHyeon	1983-02-06	E01
6849	46746	1	Sip ImSan	1957-06-18	B07
6850	21680	1	Tongbang MaeNoe	1980-07-01	D04
6851	46615	1	U RanHwan	1951-02-21	A08
6852	24335	1	Jo KangjŏnBo	1964-04-12	D05
6853	34924	1	U TaBeon	1972-06-07	E09
6854	27767	1	Tang JwaHan	2013-10-19	C04
6855	7758	1	Yun SongTang	1964-12-09	C07
6856	46004	1	Ro BingYeo	1967-11-07	C06
6857	10680	1	Nae JeungSa	1997-10-25	A02
6858	27561	1	Hu TamRyuk	2012-05-18	C01
6859	10660	1	Ryuk NangYeo	2005-04-04	C03
6860	27509	1	Ku GeumOn	2016-01-24	D07
6861	30684	1	Ru NamKu	1953-05-25	C07
6862	18910	1	Bak HyeongMan	1968-10-18	A06
6863	9631	1	Seong WiSang	1986-08-07	C05
6864	33773	1	Sobong MuRyeom	1954-10-23	B02
6865	15618	1	So MyeongKae	2009-12-18	D10
6866	11430	1	A PungJeo	1951-01-29	A10
6867	4801	1	Ri UnKi	1959-01-26	A09
6868	28510	1	Bak NamMangjeol	2010-10-29	E02
6869	25410	1	Man SongEom	1991-01-31	D06
6870	19247	1	Hong IMa	1977-03-17	B09
6871	16527	2	Jin RuKyo	2019-12-28	E05
6872	40844	1	Choe TaKo	1970-06-23	E08
6873	24167	1	To WanJong	2007-03-20	A03
6874	10383	1	Deungjeong SobongChong	1991-09-19	A09
6875	46828	1	Man JoBan	1996-10-08	B02
6876	19932	1	Pung TamJwa	2017-02-06	A03
6877	36122	1	Ju KoPyo	1966-06-18	A05
6878	18550	1	Bae NaeTo	1956-11-02	A06
6879	31563	1	Jwa KongMan	1955-03-27	E06
6880	40814	1	Pung HamKil	1957-04-16	E09
6881	19702	1	No KalBok	1986-08-04	E03
6882	7307	2	San NangMan	2019-05-02	C01
6883	28345	2	No KongYeon	2018-02-18	B08
6884	39638	1	Kung WonSeo	2007-02-23	A06
6885	36835	1	Jin JaSip	2013-08-02	D03
6886	729	1	Jin RuU	2012-01-05	D04
6887	46087	1	Tong MuSo	2006-12-12	D07
6888	1650	1	Yang DeungChang	1952-06-25	B04
6889	19579	1	Choe BiMyo	2014-01-18	E02
6890	14311	1	Jeo TaeKwan	1956-06-05	D06
6891	16782	1	Sang JoTa	1986-11-24	C05
6892	23553	1	Myeong WanNan	1955-11-28	A08
6893	34412	1	Bi CheonRyuk	1966-07-05	C05
6894	8805	1	Tam KwakJegal	2004-06-18	C01
6895	45608	1	Eogeum EunSeung	1967-09-12	A10
6896	49484	1	Chong PanSeon	1970-02-16	D07
6897	41400	1	Jeom BokMin	2012-12-20	D10
6898	10867	1	Mun ChaeKi	2008-07-23	D07
6899	15084	1	Tam YeonChong	1993-07-05	A07
6900	32777	1	Yeon ChongMun	2013-01-16	A08
6901	32024	1	Yo KuGeum	1951-01-15	C02
6902	35062	1	Ka SanHam	1984-04-17	A06
6903	24331	1	On MinRu	1957-06-02	C08
6904	5218	1	Ku JwaEom	2010-12-31	C09
6905	32767	1	Mun MubonNang	1970-08-21	D06
6906	284	3	Bo ToJwa	2022-06-20	D10
6907	25392	1	Ye YeonWi	1992-10-07	B10
6908	4242	1	Muk HongO	1965-02-17	C07
6909	17973	1	Hu TamSeomun	1986-05-08	B02
6910	40250	3	Sobong SeonNae	2022-03-07	C10
6911	30462	2	Wi YaRyu	2020-06-05	A03
6912	8127	1	Yeo UMae	1951-11-01	B02
6913	29812	1	Kae SeokMu	1979-08-25	C02
6914	37411	1	Kae ChuJa	2000-10-03	C10
6915	38562	1	Ju TongbangMubon	1965-03-19	A03
6916	46834	1	Su TongbangKun	1981-07-04	E10
6917	39209	1	Gwok MubonBi	1976-12-29	D07
6918	45279	1	Yang OEo	1993-07-21	B01
6919	16323	1	Jeon WanMaeng	1967-12-15	D10
6920	27537	1	Ton MuBin	2012-07-13	C08
6921	43653	1	Hwangbo NaMo	1979-06-23	B10
6922	22015	1	Yeong KongHam	2013-06-14	D08
6923	4297	1	Bing EunSeon	1995-09-03	B01
6924	36506	1	Ton JongGeun	1970-02-09	A05
6925	3488	1	Ju MuGyeon	2005-08-13	B10
6926	26712	1	Bok PilJo	1982-11-22	B09
6927	33007	1	An MyeongRyu	2013-05-29	D04
6928	19643	1	Sagong MuBaek	1968-06-25	B07
6929	43022	1	Mu MunBak	1998-04-15	B08
6930	43984	1	Yong KilSong	1993-03-24	B04
6931	39336	1	Hak AeNam	1990-04-01	A03
6932	1474	1	Seo TongbangNo	1999-05-16	E05
6933	24973	1	Bi YeopPyeon	2000-04-11	B04
6934	17557	1	Yu NoSeon	1998-09-24	D03
6935	747	2	Myo ChaSeong	2021-03-09	E01
6936	10388	1	Yun TanKal	1999-04-04	A03
6937	42262	1	Hong MyeongJeon	2002-09-08	E02
6938	42713	3	San SeonJegal	2022-12-14	B02
6939	224	1	Deungjeong HwangmokBan	1968-10-26	C01
6940	23592	1	Seop HoYeong	1977-09-13	A02
6941	15335	1	Geun YuOn	1988-06-09	D02
6942	45595	3	Ran NamgungRi	2023-01-05	E10
6943	23969	1	Kyo HoJe	1964-11-27	A07
6944	28690	1	Ong URim	1986-11-05	D10
6945	10880	1	Mubon BiRang	1978-06-30	D09
6946	24382	1	U NaBi	1982-03-21	E07
6947	30610	1	Jeo BongMo	2000-05-01	B04
6948	27994	1	Bok SeonuJu	1965-02-02	D05
6949	46953	1	Yeong KanSobong	2000-09-21	E02
6950	12293	1	Kye YunHwangbo	1993-10-15	A06
6951	10340	1	Tang KongKang	1978-12-14	C07
6952	45921	1	Gyeong HyeongPil	1978-10-31	B06
6953	35854	1	Yun KilKok	1960-11-25	D09
6954	16011	1	Jo WanPo	2014-06-07	B04
6955	28510	1	Un JongHam	1967-03-11	B05
6956	49248	2	Ryuk SeonSim	2020-04-11	E06
6957	4626	1	Bang RyeoSon	1981-05-01	D01
6958	44709	1	Su YeopTan	2006-06-12	D07
6959	48926	1	Sin ChuMu	1955-12-14	D02
6960	20262	3	Bing SonJeup	2021-10-29	C02
6961	22734	1	Jeom HongOk	1958-02-17	D04
